id_inscripcion,id_estudiante,codigo_asignatura,nombre_asignatura,seccion,semestre,anio,docente,nombre,rut,carrera,sede,anio_ingreso,email,estado_matricula,nota_promedio,nota_minima,nota_maxima,cantidad_evaluaciones,ponderacion_total,nota_final_ponderada,total_clases,presentes,ausentes,justificados,tardanzas,tasa_asistencia,carga_asignaturas,antiguedad_ingreso,resultado_academico,riesgo_academico,aprobado
690,114,ASG-175,Algoritmos,002D,1,2022,Diego Jara Aguilera,Antonia Figueroa Munoz,24045789-2,Enfermeria,Sede Sur,2020,antonia.figueroa@gmail.com,Regular,5.5,5.5,5.5,1.0,35.0,5.5,1.0,1.0,0.0,0.0,0.0,1.0,1,2,Aceptable,Bajo,1
22,115,ASG-896,Fisica,001V,1,2022,Carlos Bravo Munoz,Barbara Perez Bravo,16178548-9,Psicologia,Sede Sur,2023,barbara.perez@outlook.com,Regular,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,Critico,Alto,0
263,118,ASG-151,Fisica,003D,1,2022,Carlos Valenzuela Espinoza,Alejandra Tapia Reyes,13861924-4,Ing. Civil,Vina Del Mar,2019,alejandra.tapia@outlook.com,Regular,6.9,6.9,6.9,1.0,25.0,6.9,1.0,0.0,0.0,0.0,1.0,0.0,1,3,Sobresaliente,Alto,1
210,119,ASG-423,Marketing,001V,1,2022,Carlos Contreras Soto,Jose Jara Bravo,17668220-5,Derecho,Santiago Centro,2019,jose.jara@gmail.com,Regular,5.05,4.8,5.3,2.0,60.0,5.09,1.0,0.0,0.0,0.0,1.0,0.0,2,3,Aceptable,Alto,1
700,119,ASG-795,Contabilidad,001D,1,2022,Agustin Gonzalez Torres,Jose Jara Bravo,17668220-5,Derecho,Santiago Centro,2019,jose.jara@gmail.com,Regular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,Critico,Alto,0
49,127,ASG-338,Algoritmos,001V,1,2022,Ignacio Castro Valenzuela,Javiera Soto Gatica,17819354-7,Ing. Civil,Sede Sur,2019,javiera.soto@outlook.com,Regular,4.6,4.6,4.6,1.0,10.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1,3,En Riesgo,Alto,1
44,147,ASG-200,Algoritmos,003D,1,2022,Paula Sepulveda Zambrano,Sin Nombre,19861791-2,Ing. Civil,Sede Sur,2024,alejandra.jara@gmail.com,Congelada,2.4,2.4,2.4,1.0,35.0,2.4,1.0,1.0,0.0,0.0,0.0,1.0,1,0,Critico,Alto,0
159,150,ASG-417,Etica,003D,1,2022,Lucas Zambrano Gatica,Carolina Castro Vergara,11563081-0,Arquitectura,Concepcion,2022,carolina.castro@gmail.com,Congelada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,Critico,Alto,0
550,150,ASG-759,Algoritmos,001V,1,2022,Cristobal Figueroa Zambrano,Carolina Castro Vergara,11563081-0,Arquitectura,Concepcion,2022,carolina.castro@gmail.com,Congelada,1.4,1.4,1.4,1.0,40.0,1.4,1.0,1.0,0.0,0.0,0.0,1.0,2,0,Critico,Alto,0
67,152,ASG-876,Estadistica,003D,1,2022,Antonia Munoz Rodriguez,Joaquin Medina Rivera,18250399-4,Arquitectura,Sede Sur,2024,joaquin.medina@gmail.com,Desertor,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,Critico,Alto,0
101,157,ASG-465,Algoritmos,003D,1,2022,Santiago Rodriguez Vergara,Ana Lopez Perez,8637547-8,Derecho,Vina Del Mar,2022,ana.lopez@outlook.com,Desertor,4.4,4.4,4.4,1.0,20.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1,0,En Riesgo,Alto,1
219,158,ASG-420,Redes,002D,1,2022,Docente No Informado,Nicolas Castro Lopez,12960397-7,Administracion,Vina Del Mar,2020,nicolas.castro@gmail.com,Desertor,2.6,2.6,2.6,1.0,15.0,2.6,1.0,1.0,0.0,0.0,0.0,1.0,1,2,Critico,Alto,0
863,164,ASG-865,Estadistica,003D,1,2022,Macarena Espinoza Zambrano,Martin Sepulveda Zambrano,8147712-7,Ing. Informatica,Sede Norte,2022,sin_email_164@correo.local,Regular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,Critico,Alto,0
446,166,ASG-593,Marketing,002D,1,2022,Tomas Rojas Rivera,Valentina Reyes Espinoza,14460300-8,Psicologia,Santiago Centro,2024,valentina.reyes@gmail.com,Regular,4.2,4.2,4.2,1.0,25.0,4.2,2.0,2.0,0.0,0.0,0.0,1.0,1,0,En Riesgo,Medio,1
766,169,ASG-SINCOD,Base De Datos,003D,1,2022,Santiago Vergara Silva,Francisca Lopez Diaz,6655097-4,Arquitectura,Santiago Centro,2020,francisca.lopez@gmail.com,Regular,5.75,5.5,6.0,2.0,60.0,5.67,0.0,0.0,0.0,0.0,0.0,0.0,1,2,Aceptable,Alto,1
41,170,ASG-917,Base De Datos,003D,1,2022,Alejandra Sepulveda Lopez,Pedro Jara Hernandez,8455369-8,Ing. Civil,Santiago Centro,2020,pedro.jara@gmail.com,Regular,2.95,2.1,3.8,2.0,70.0,2.83,2.0,2.0,0.0,0.0,0.0,1.0,1,2,Critico,Alto,0
379,175,ASG-572,Algoritmos,002D,1,2022,Lucas Nunez Sepulveda,Paula Araya Figueroa,16022848-6,Ing. Civil,Sede Sur,2024,paula.araya@gmail.com,Regular,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1,0,Critico,Alto,0
131,179,ASG-481,Algoritmos,001D,1,2022,Agustin Rivera Torres,Martin Nunez Silva,24757598-9,Psicologia,Vina Del Mar,2020,martin.nunez@outlook.com,Regular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,Critico,Alto,0
213,186,ASG-994,Estadistica,001V,1,2022,Marcela Tapia Rodriguez,Sin Nombre,21325664-0,Derecho,Santiago Centro,2023,lorena.castro@gmail.com,Regular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,Critico,Alto,0
415,193,ASG-312,Calculo I,003D,1,2022,Diego Torres Figueroa,Gabriel Espinoza Morales,23745292-9,Ing. Civil,Sede Norte,2024,gabriel.espinoza@outlook.com,Regular,2.0,2.0,2.0,1.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,Critico,Alto,0
892,194,ASG-506,Algoritmos,001D,1,2022,Tomas Figueroa Rivera,Lorena Castro Castro,8350109-3,Psicologia,Santiago Centro,2021,sin_email_194@correo.local,Desertor,2.4,2.4,2.4,1.0,35.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Critico,Alto,0
870,195,ASG-514,Contabilidad,001V,1,2022,Sebastian Fuentes Gatica,Sofia Munoz Aguilera,18324667-8,Arquitectura,Santiago Centro,2022,sofia.munoz@gmail.com,Regular,3.15,1.7,4.6,2.0,60.0,3.63,1.0,1.0,0.0,0.0,0.0,1.0,1,0,Critico,Alto,0
746,196,ASG-411,Quimica,001D,1,2022,Sebastian Gonzalez Soto,Felipe Bravo Torres,9771490-9,Ing. Informatica,Vina Del Mar,2023,felipe.bravo@outlook.com,Congelada,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,Critico,Alto,0
137,202,ASG-622,Algoritmos,002D,1,2022,Macarena Gonzalez Fuentes,Sofia Munoz Rojas,13353987-6,Arquitectura,Concepcion,2023,sofia.munoz@gmail.com,Desertor,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,Critico,Alto,0
486,205,ASG-159,Etica,003D,1,2022,Tomas Perez Garcia,Andres Gatica Lopez,5115671-2,Enfermeria,Sede Norte,2022,andres.gatica@outlook.com,Regular,5.366666666666667,3.9,6.4,3.0,60.0,5.58,2.0,2.0,0.0,0.0,0.0,1.0,1,0,Aceptable,Bajo,1
707,206,ASG-906,Programacion,001D,1,2022,Barbara Morales Garcia,Carolina Medina Silva,SIN-RUT,Psicologia,Sede Sur,2021,carolina.medina@gmail.com,Desertor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Critico,Alto,0
677,207,ASG-SINCOD,Etica,003D,1,2022,Joaquin Fuentes Silva,Sofia Rivera Soto,19208409-9,Psicologia,Vina Del Mar,2024,sofia.rivera@gmail.com,Desertor,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1,0,Critico,Alto,0
628,208,ASG-322,Redes,002D,1,2022,Sebastian Reyes Munoz,Tomas Vergara Rodriguez,SIN-RUT,Enfermeria,Sede Sur,2020,tomas.vergara@gmail.com,Regular,5.45,4.9,6.0,2.0,25.0,5.56,1.0,1.0,0.0,0.0,0.0,1.0,1,2,Aceptable,Bajo,1
53,214,ASG-744,Etica,002D,1,2022,Macarena Martinez Silva,Constanza Gatica Gonzalez,17349950-8,Psicologia,Sede Sur,2021,constanza.gatica@outlook.com,Regular,4.5,4.5,4.5,1.0,25.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1,1,En Riesgo,Alto,1
102,220,ASG-432,Programacion,001D,1,2022,Andres Sepulveda Espinoza,Antonia Tapia Espinoza,15947852-1,Ing. Informatica,Sede Sur,2020,antonia.tapia@gmail.com,Regular,2.95,2.6,3.3,2.0,65.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,1,2,Critico,Alto,0
653,222,ASG-430,Redes,002D,1,2022,Natalia Castro Araya,Diego Castro Vergara,16343811-4,Administracion,Concepcion,2022,diego.castro@gmail.com,Congelada,4.0,4.0,4.0,1.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,En Riesgo,Alto,1
208,225,ASG-542,Algoritmos,001D,1,2022,Daniela Rodriguez Vergara,Sin Nombre,9097591-0,Administracion,Vina Del Mar,2022,carolina.torres@gmail.com,Regular,5.2,5.2,5.2,1.0,30.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,Aceptable,Alto,1
262,228,ASG-969,Algoritmos,003D,1,2022,Isidora Bravo Silva,Paula Garcia Perez,7967122-2,Psicologia,Santiago Centro,2020,paula.garcia@outlook.com,Regular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,Critico,Alto,0
762,229,ASG-195,Etica,002D,1,2022,Barbara Gatica Bravo,Javiera Castro Diaz,23222734-3,Enfermeria,Santiago Centro,2022,javiera.castro@gmail.com,Congelada,4.6,2.6,6.6,2.0,45.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,1,0,En Riesgo,Alto,1
900,232,ASG-646,Fisica,002D,1,2022,Barbara Figueroa Fuentes,Diego Lopez Castro,17336063-8,Derecho,Sede Norte,2023,diego.lopez@outlook.com,Regular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,Critico,Alto,0
487,233,ASG-450,Marketing,002D,1,2022,Fernanda Gonzalez Silva,Maria Bravo Zambrano,24559102-7,Psicologia,Concepcion,2019,maria.bravo@gmail.com,Congelada,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,3,Critico,Alto,0
817,234,ASG-SINCOD,Programacion,001D,1,2022,Antonia Garcia Rodriguez,Natalia Bravo Valenzuela,24000578-9,Derecho,Vina Del Mar,2020,natalia.bravo@gmail.com,Regular,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1,2,Critico,Alto,0
265,235,ASG-321,Ingles,002D,1,2022,Andres Castro Vergara,Valentina Gonzalez Fuentes,5400453-3,Psicologia,Santiago Centro,2023,valentina.gonzalez@outlook.com,Regular,4.6,4.6,4.6,1.0,30.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,2,0,En Riesgo,Alto,1
587,235,ASG-139,Marketing,003D,1,2022,Camila Garcia Flores,Valentina Gonzalez Fuentes,5400453-3,Psicologia,Santiago Centro,2023,valentina.gonzalez@outlook.com,Regular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,Critico,Alto,0
862,241,ASG-502,Calculo I,001V,1,2022,Sofia Sepulveda Bravo,Nicolas Medina Diaz,6095831-5,Administracion,Concepcion,2021,nicolas.medina@gmail.com,Regular,3.8,3.8,3.8,1.0,35.0,3.8,1.0,1.0,0.0,0.0,0.0,1.0,1,1,Critico,Alto,0
742,248,ASG-773,Ingles,001D,1,2022,Felipe Reyes Bravo,Alejandra Gonzalez Gatica,8128033-6,Ing. Informatica,Santiago Centro,2022,alejandra.gonzalez@outlook.com,Regular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,Critico,Alto,0
18,249,ASG-427,Redes,002D,1,2022,Felipe Rojas Valenzuela,Maximiliano Aguilera Espinoza,13501687-8,Psicologia,Vina Del Mar,2020,maximiliano.aguilera@outlook.com,Regular,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,2,Critico,Alto,0
141,249,ASG-597,Algoritmos,001D,1,2022,Matias Figueroa Reyes,Maximiliano Aguilera Espinoza,13501687-8,Psicologia,Vina Del Mar,2020,maximiliano.aguilera@outlook.com,Regular,4.9,4.9,4.9,1.0,10.0,4.9,1.0,1.0,0.0,0.0,0.0,1.0,2,2,En Riesgo,Medio,1
599,255,ASG-775,Calculo I,001D,1,2022,Joaquin Figueroa Tapia,Camila Aguilera Fuentes,8868937-8,Derecho,Santiago Centro,2021,camila.aguilera@outlook.com,Desertor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,Critico,Alto,0
722,255,ASG-906,Redes,001V,1,2022,Ignacio Espinoza Rojas,Camila Aguilera Fuentes,8868937-8,Derecho,Santiago Centro,2021,camila.aguilera@outlook.com,Desertor,3.1,3.1,3.1,1.0,10.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,Critico,Alto,0
485,256,ASG-773,Etica,001D,1,2022,Maximiliano Gatica Valenzuela,Sofia Garcia Figueroa,20218462-6,Administracion,Concepcion,2023,sofia.garcia@outlook.com,Regular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,Critico,Alto,0
280,257,ASG-918,Contabilidad,001V,1,2022,Lorena Contreras Medina,Javiera Rojas Tapia,20351323-7,Enfermeria,Concepcion,2021,javiera.rojas@outlook.com,Regular,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.5,1,1,Critico,Alto,0
535,258,ASG-420,Base De Datos,001D,1,2022,Paula Medina Soto,Maximiliano Flores Vergara,19615746-0,Psicologia,Sede Norte,2023,maximiliano.flores@outlook.com,Regular,2.9,2.9,2.9,1.0,35.0,2.9,1.0,0.0,1.0,0.0,0.0,0.0,1,0,Critico,Alto,0
840,259,ASG-374,Algoritmos,002D,1,2022,Vicente Rodriguez Araya,Sin Nombre,5315074-6,Enfermeria,Sede Sur,2022,amanda.nunez@gmail.com,Regular,1.2,1.2,1.2,1.0,35.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,Critico,Alto,0
218,265,ASG-174,Quimica,001D,1,2022,Jose Gatica Rivera,Antonia Sepulveda Soto,6496769-3,Administracion,Santiago Centro,2020,antonia.sepulveda@outlook.com,Regular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,Critico,Alto,0
604,268,ASG-SINCOD,Quimica,003D,1,2022,Jose Vergara Jara,Gabriel Vergara Morales,19099534-7,Derecho,Sede Sur,2020,gabriel.vergara@gmail.com,Regular,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.5,1,2,Critico,Alto,0
367,277,ASG-743,Marketing,001D,1,2022,Jose Tapia Gatica,Gabriel Jara Perez,23166413-1,Administracion,Santiago Centro,2022,gabriel.jara@outlook.com,Regular,3.15,3.0,3.3,2.0,50.0,3.09,2.0,2.0,0.0,0.0,0.0,1.0,2,0,Critico,Alto,0
710,277,ASG-880,Contabilidad,002D,1,2022,Daniela Lopez Sepulveda,Gabriel Jara Perez,23166413-1,Administracion,Santiago Centro,2022,gabriel.jara@outlook.com,Regular,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2,0,Critico,Alto,0
644,279,ASG-918,Calculo I,001V,1,2022,Constanza Torres Garcia,Camila Espinoza Valenzuela,5655442-5,Administracion,Sede Norte,2021,camila.espinoza@gmail.com,Egresado,3.4333333333333336,1.7,5.7,3.0,70.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Critico,Alto,0
216,280,ASG-569,Estadistica,001D,1,2022,Valentina Valenzuela Bravo,Barbara Tapia Garcia,14714346-2,Ing. Informatica,Vina Del Mar,2023,barbara.tapia@outlook.com,Congelada,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2,0,Critico,Alto,0
659,280,ASG-978,Base De Datos,003D,1,2022,Carolina Fuentes Contreras,Barbara Tapia Garcia,14714346-2,Ing. Informatica,Vina Del Mar,2023,barbara.tapia@outlook.com,Congelada,3.7,3.7,3.7,1.0,30.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2,0,Critico,Alto,0
96,286,ASG-129,Marketing,001D,1,2022,Maximiliano Lopez Jara,Constanza Bravo Sepulveda,SIN-RUT,Derecho,Sede Sur,2022,sin_email_286@correo.local,Regular,2.55,1.9,3.2,2.0,55.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,2,0,Critico,Alto,0
830,286,ASG-568,Programacion,001D,1,2022,Natalia Munoz Valenzuela,Constanza Bravo Sepulveda,SIN-RUT,Derecho,Sede Sur,2022,sin_email_286@correo.local,Regular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,Critico,Alto,0
